user_id,title,title_short,category,final_borda_rank,average_borda_score,total_borda_score,original_position,position_change,is_target,num_trials,original_ndcg_5
AXVBGNJDUVPVA,Career Ideas for Kids Who Like Music and Dance,Career Ideas for Kids Who Like Music and Dance,unknown,4,12.1,242.0,11,7,False,20,0.0
AXVBGNJDUVPVA,Successful Tails: The Wonders of Therapy Dogs,Successful Tails: The Wonders of Therapy Dogs,unknown,5,11.8,236.0,2,-3,False,20,0.0
AXVBGNJDUVPVA,The Hotel Dick (Five Star Mysteries),The Hotel Dick (Five Star Mysteries),unknown,6,11.6,232.0,10,4,False,20,0.0
AXVBGNJDUVPVA,Lauren,Lauren,unknown,7,11.45,229.0,7,0,False,20,0.0
AXVBGNJDUVPVA,Waterproof Travel Map of Costa Rica,Waterproof Travel Map of Costa Rica,unknown,8,11.1,222.0,3,-5,False,20,0.0
AXVBGNJDUVPVA,The Painted Messiah,The Painted Messiah,unknown,9,11.0,220.0,16,7,False,20,0.0
AXVBGNJDUVPVA,Weather: Nature Company Guides,Weather: Nature Company Guides,unknown,10,11.0,220.0,4,-6,False,20,0.0
AXVBGNJDUVPVA,After Visiting Friends: A Son's Story,After Visiting Friends: A Son's Story,unknown,11,10.9,218.0,6,-5,True,20,0.0
AXVBGNJDUVPVA,The Voice of the Corpse,The Voice of the Corpse,unknown,12,9.9,198.0,14,2,False,20,0.0
AXVBGNJDUVPVA,Japan and Germany in the Modern World,Japan and Germany in the Modern World,unknown,13,9.8,196.0,8,-5,False,20,0.0
AXVBGNJDUVPVA,"The Life and Ministry of Jesus Christ, Book 1: From His Preexistence and Birth to His Sermon on the Mount","The Life and Ministry of Jesus Christ, Book 1: Fro...",unknown,14,9.55,191.0,13,-1,False,20,0.0
AXVBGNJDUVPVA,Amulet of Avantia: Luna the Moon Wolf (Beast Quest #22),Amulet of Avantia: Luna the Moon Wolf (Beast Quest...,unknown,15,9.5,190.0,5,-10,False,20,0.0
AXVBGNJDUVPVA,Halloween Postcard Book,Halloween Postcard Book,unknown,16,9.15,183.0,1,-15,False,20,0.0
AXVBGNJDUVPVA,Poor Baby: A Child of the 60's Looks Back on Abortion,Poor Baby: A Child of the 60's Looks Back on Abort...,unknown,17,8.9,178.0,18,1,False,20,0.0
AXVBGNJDUVPVA,PLAY IT AS IT LIES: THELWELL'S GOLFING MANUAL,PLAY IT AS IT LIES: THELWELL'S GOLFING MANUAL,unknown,18,8.6,172.0,15,-3,False,20,0.0
AXVBGNJDUVPVA,In Search of the SECRET SANCTUARY: ACROSS SCOTLAND'S RIVER BRAAN,In Search of the SECRET SANCTUARY: ACROSS SCOTLAND...,unknown,19,8.45,169.0,19,0,False,20,0.0
AXVBGNJDUVPVA,"X-Files 30 Days of Night, No. 1","X-Files 30 Days of Night, No. 1",unknown,20,7.55,151.0,12,-8,False,20,0.0
A2UWG77YW8T2M,A Healing Place,A Healing Place,unknown,1,14.4,288.0,2,1,False,20,0.38685280723454163
A2UWG77YW8T2M,Organic Cookbook: Making the Most of Fresh and Seasonal Produce; 130 Deliciously Healthy Recipes Shown in 250 Stunning Photographs,Organic Cookbook: Making the Most of Fresh and Sea...,unknown,2,14.3,286.0,16,14,False,20,0.38685280723454163
A2UWG77YW8T2M,Knock 'em Dead Resumes: How to Write a Killer Resume That Gets You Job Interviews,Knock 'em Dead Resumes: How to Write a Killer Resu...,unknown,3,13.9,278.0,6,3,False,20,0.38685280723454163
A2UWG77YW8T2M,Bound on Earth,Bound on Earth,unknown,4,13.6,272.0,10,6,False,20,0.38685280723454163
A2UWG77YW8T2M,DC Comics Ultimate Character Guide,DC Comics Ultimate Character Guide,unknown,5,12.6,252.0,17,12,True,20,0.38685280723454163
A2UWG77YW8T2M,Discovering Type with Teens,Discovering Type with Teens,unknown,6,11.85,237.0,15,9,False,20,0.38685280723454163
A2UWG77YW8T2M,Post-Quantum Cryptography,Post-Quantum Cryptography,unknown,7,11.7,234.0,9,2,False,20,0.38685280723454163
A2UWG77YW8T2M,"J. Michael Straczynski's Midnight Nation, Vol. 1","J. Michael Straczynski's Midnight Nation, Vol. 1",unknown,8,11.65,233.0,11,3,False,20,0.38685280723454163
A2UWG77YW8T2M,"America’s Great Revivals: The Story of Spiritual Revival in the United States, 1734-1899",America’s Great Revivals: The Story of Spiritual R...,unknown,9,11.55,231.0,5,-4,False,20,0.38685280723454163
A2UWG77YW8T2M,Fate's Monolith,Fate's Monolith,unknown,10,9.95,199.0,3,-7,False,20,0.38685280723454163
A2UWG77YW8T2M,Industrial/Organizational Psychology,Industrial/Organizational Psychology,unknown,11,9.9,198.0,13,2,False,20,0.38685280723454163
A2UWG77YW8T2M,"Field Guide to Australian Birds, Complete Compact Edition","Field Guide to Australian Birds, Complete Compact ...",unknown,12,9.8,196.0,4,-8,False,20,0.38685280723454163
A2UWG77YW8T2M,"Mohawks, Volume 2 of 3 A Novel","Mohawks, Volume 2 of 3 A Novel",unknown,13,9.75,195.0,8,-5,False,20,0.38685280723454163
A2UWG77YW8T2M,Spy for a Spy (Spy Another Day),Spy for a Spy (Spy Another Day),unknown,14,9.55,191.0,19,5,False,20,0.38685280723454163
A2UWG77YW8T2M,The Man Who Made Movies: W.K.L. Dickson,The Man Who Made Movies: W.K.L. Dickson,unknown,15,8.7,174.0,18,3,False,20,0.38685280723454163
A2UWG77YW8T2M,Between Two Rivers: The Atrisco Land Grant in Albuquerque,Between Two Rivers: The Atrisco Land Grant in Albu...,unknown,16,8.2,164.0,7,-9,False,20,0.38685280723454163
A2UWG77YW8T2M,Embedded C,Embedded C,unknown,17,8.1,162.0,0,-17,False,20,0.38685280723454163
A2UWG77YW8T2M,The Greening of America,The Greening of America,unknown,18,7.65,153.0,1,-17,False,20,0.38685280723454163
A2UWG77YW8T2M,La última noche del Titanic (Spanish Edition),La última noche del Titanic (Spanish Edition),unknown,19,6.65,133.0,14,-5,False,20,0.38685280723454163
A2UWG77YW8T2M,Denny Hamlin (Superstars of NASCAR),Denny Hamlin (Superstars of NASCAR),unknown,20,6.2,124.0,12,-8,False,20,0.38685280723454163
A2GMF57QX2XKQU,75 Habits for a Happy Marriage: Marriage Advice to Recharge and Reconnect Every Day,75 Habits for a Happy Marriage: Marriage Advice to...,unknown,1,15.05,301.0,18,17,False,20,0.0
A2GMF57QX2XKQU,"Gun Control in the Third Reich: Disarming the Jews and ""Enemies of the State""",Gun Control in the Third Reich: Disarming the Jews...,unknown,2,14.4,288.0,15,13,False,20,0.0
A2GMF57QX2XKQU,The Recession-Proof Business: Lessons from the Greatest Recession Success Stories of All Time,The Recession-Proof Business: Lessons from the Gre...,unknown,3,13.7,274.0,10,7,False,20,0.0
A2GMF57QX2XKQU,"Jazz in New Orleans: The Postwar Years Through 1970 (Volume 38) (Studies in Jazz, 38)",Jazz in New Orleans: The Postwar Years Through 197...,unknown,4,13.15,263.0,0,-4,False,20,0.0
A2GMF57QX2XKQU,How Our Alphabet Grew: The History of the Alphabet,How Our Alphabet Grew: The History of the Alphabet,unknown,5,12.3,246.0,1,-4,False,20,0.0
A2GMF57QX2XKQU,Ka lama kukui--Hawaiian psychology: An introduction,Ka lama kukui--Hawaiian psychology: An introductio...,unknown,6,11.5,230.0,5,-1,False,20,0.0
A2GMF57QX2XKQU,Tales From Dark Places The Halloween Collection (The Indie Collaboration Book 1),Tales From Dark Places The Halloween Collection (T...,unknown,7,11.25,225.0,7,0,True,20,0.0
A2GMF57QX2XKQU,The Key to Space,The Key to Space,unknown,8,9.9,198.0,13,5,False,20,0.0
A2GMF57QX2XKQU,Mooseclumps and other poems,Mooseclumps and other poems,unknown,9,9.9,198.0,8,-1,False,20,0.0
A2GMF57QX2XKQU,The Joy of Fearing God Study Guide: The Fear of the Lord Is a Life-Giving Fountain,The Joy of Fearing God Study Guide: The Fear of th...,unknown,10,9.8,196.0,14,4,False,20,0.0
A2GMF57QX2XKQU,Organic Education : Teaching Without Failure,Organic Education : Teaching Without Failure,unknown,11,9.45,189.0,3,-8,False,20,0.0
A2GMF57QX2XKQU,Side By Side Book 1A: English through Guided Conversations,Side By Side Book 1A: English through Guided Conve...,unknown,12,9.45,189.0,6,-6,False,20,0.0
A2GMF57QX2XKQU,Project Pendulum (Millennium Book),Project Pendulum (Millennium Book),unknown,13,9.45,189.0,12,-1,False,20,0.0
A2GMF57QX2XKQU,Gender Inequality: Feminist Theories and Politics,Gender Inequality: Feminist Theories and Politics,unknown,14,9.35,187.0,11,-3,False,20,0.0
A2GMF57QX2XKQU,Construction Notes: Transforming a Campus in Washington D.C. (Georgetown University),Construction Notes: Transforming a Campus in Washi...,unknown,15,9.25,185.0,2,-13,False,20,0.0
A2GMF57QX2XKQU,The Pastor's Journal,The Pastor's Journal,unknown,16,9.1,182.0,4,-12,False,20,0.0
A2GMF57QX2XKQU,Life in New Amsterdam (Picture the Past),Life in New Amsterdam (Picture the Past),unknown,17,8.75,175.0,16,-1,False,20,0.0
A2GMF57QX2XKQU,"Aquatic and Wetland Plants of Northeastern North America, Volume I: A Revised and Enlarged Edition of Norman C. Fassett's A Manual of Aquatic Plants, ... of Northeastern North America (Paperback))",Aquatic and Wetland Plants of Northeastern North A...,unknown,18,8.5,170.0,9,-9,False,20,0.0
A2GMF57QX2XKQU,The Nachtjagd War Diaries,The Nachtjagd War Diaries,unknown,19,8.0,160.0,19,0,False,20,0.0
A2GMF57QX2XKQU,Precalculus: a Unit Circle Approach plus MyMathLab with Pearson eText -- Access Card Package (2nd Edition) (Ratti/McWaters Series),Precalculus: a Unit Circle Approach plus MyMathLab...,unknown,20,7.75,155.0,17,-3,False,20,0.0
A9F8MY28BOO1D,Mothers and Sons: Stories,Mothers and Sons: Stories,unknown,1,15.7,314.0,9,8,False,20,0.0
A9F8MY28BOO1D,"The Lexicographer's Dilemma: The Evolution of 'Proper' English, from Shakespeare to South Park",The Lexicographer's Dilemma: The Evolution of 'Pro...,unknown,2,14.95,299.0,19,17,False,20,0.0
A9F8MY28BOO1D,One Life to Ride: A Motorcycle Journey to the High Himalayas,One Life to Ride: A Motorcycle Journey to the High...,unknown,3,12.8,256.0,5,2,False,20,0.0
A9F8MY28BOO1D,"Sculpture: Technique, Form, Content, Revised Edition","Sculpture: Technique, Form, Content, Revised Editi...",unknown,4,12.65,253.0,16,12,False,20,0.0
A9F8MY28BOO1D,Figures Traced in Light: On Cinematic Staging,Figures Traced in Light: On Cinematic Staging,unknown,5,12.5,250.0,17,12,False,20,0.0
A9F8MY28BOO1D,Ward Number Six and Other Stories (Oxford World's Classics),Ward Number Six and Other Stories (Oxford World's ...,unknown,6,12.2,244.0,8,2,False,20,0.0
A9F8MY28BOO1D,Haleakala: A History of the Maui Mountain,Haleakala: A History of the Maui Mountain,unknown,7,11.5,230.0,12,5,False,20,0.0
A9F8MY28BOO1D,Pride and Prejudice (Marvel Illustrated),Pride and Prejudice (Marvel Illustrated),unknown,8,11.15,223.0,3,-5,True,20,0.0
A9F8MY28BOO1D,Gym Mom: The Twists and Turns of Your Daughter's Gymnastics Career,Gym Mom: The Twists and Turns of Your Daughter's G...,unknown,9,10.65,213.0,13,4,False,20,0.0
A9F8MY28BOO1D,"Resurrection: War of the Spider Queen, Book VI (R.A Salvatore Presents the War of the Spider Queen)","Resurrection: War of the Spider Queen, Book VI (R....",unknown,10,10.4,208.0,4,-6,False,20,0.0
A9F8MY28BOO1D,The third body : a novel,The third body : a novel,unknown,11,10.2,204.0,18,7,False,20,0.0
A9F8MY28BOO1D,Field Guide to the Wild Orchids of Texas,Field Guide to the Wild Orchids of Texas,unknown,12,9.6,192.0,14,2,False,20,0.0
A9F8MY28BOO1D,From the Pulpit to the Pigsty to the Palace,From the Pulpit to the Pigsty to the Palace,unknown,13,9.0,180.0,10,-3,False,20,0.0
A9F8MY28BOO1D,"Wind on the buffalo grass: The Indians own account of the Battle at the Little Big Horn River, & the death of their life on the Plains",Wind on the buffalo grass: The Indians own account...,unknown,14,8.75,175.0,6,-8,False,20,0.0
A9F8MY28BOO1D,Unit Omega,Unit Omega,unknown,15,8.65,173.0,15,0,False,20,0.0
A9F8MY28BOO1D,Battle for Forever: Prelude,Battle for Forever: Prelude,unknown,16,8.3,166.0,0,-16,False,20,0.0
A9F8MY28BOO1D,Magento 1.4 Theming Cookbook,Magento 1.4 Theming Cookbook,unknown,17,8.25,165.0,7,-10,False,20,0.0
A9F8MY28BOO1D,Rude Awakenings,Rude Awakenings,unknown,18,8.1,162.0,11,-7,False,20,0.0
A9F8MY28BOO1D,Petite Pattern Book - Check & Knit (Bnn Pattern Book Series),Petite Pattern Book - Check & Knit (Bnn Pattern Bo...,unknown,19,7.45,149.0,1,-18,False,20,0.0
A9F8MY28BOO1D,Salvation (And How We Got It Wrong),Salvation (And How We Got It Wrong),unknown,20,7.2,144.0,2,-18,False,20,0.0
A3GSRO8H4WMICB,New Atkins for a New You: The Ultimate Diet for Shedding Weight and Feeling Great.,New Atkins for a New You: The Ultimate Diet for Sh...,unknown,1,16.75,335.0,13,12,True,20,1.0
A3GSRO8H4WMICB,Last Chance to See,Last Chance to See,unknown,2,14.2,284.0,7,5,False,20,1.0
A3GSRO8H4WMICB,The Complete Guide to Robert's Rules of Order Made Easy: Everything You Need to Know Explained Simply,The Complete Guide to Robert's Rules of Order Made...,unknown,3,13.4,268.0,12,9,False,20,1.0
A3GSRO8H4WMICB,The Searchers (BFI Film Classics),The Searchers (BFI Film Classics),unknown,4,12.95,259.0,0,-4,False,20,1.0
A3GSRO8H4WMICB,Book of Words: An Entertaining Look at Words and How We Have Come to Use Them,Book of Words: An Entertaining Look at Words and H...,unknown,5,12.85,257.0,5,0,False,20,1.0
A3GSRO8H4WMICB,The Juice Lady's Guide To Juicing for Health: Unleashing the Healing Power of Whole Fruits and Vegetables Revised Edition,The Juice Lady's Guide To Juicing for Health: Unle...,unknown,6,12.8,256.0,4,-2,False,20,1.0
A3GSRO8H4WMICB,"Graven Images: New England Stonecarving and its Symbols, 1650–1815",Graven Images: New England Stonecarving and its Sy...,unknown,7,12.65,253.0,17,10,False,20,1.0
A3GSRO8H4WMICB,Jumbo Variety Puzzles Extravaganza!,Jumbo Variety Puzzles Extravaganza!,unknown,8,11.35,227.0,14,6,False,20,1.0
A3GSRO8H4WMICB,Family Life: An Inspector Starrett Mystery,Family Life: An Inspector Starrett Mystery,unknown,9,10.95,219.0,1,-8,False,20,1.0
A3GSRO8H4WMICB,Robert E. Lee: An Album,Robert E. Lee: An Album,unknown,10,10.35,207.0,19,9,False,20,1.0
A3GSRO8H4WMICB,"Atlas of Cork City (Atlas Series, 3)","Atlas of Cork City (Atlas Series, 3)",unknown,11,10.0,200.0,9,-2,False,20,1.0
A3GSRO8H4WMICB,"Life's Best Chapter, Retirement","Life's Best Chapter, Retirement",unknown,12,9.35,187.0,3,-9,False,20,1.0
A3GSRO8H4WMICB,Apocalypsis: Book 2 (Warpaint),Apocalypsis: Book 2 (Warpaint),unknown,13,8.7,174.0,10,-3,False,20,1.0
A3GSRO8H4WMICB,Epanouissement de L'Enfant Doue (L') (Collections Psychologie) (French Edition),Epanouissement de L'Enfant Doue (L') (Collections ...,unknown,14,8.6,172.0,11,-3,False,20,1.0
A3GSRO8H4WMICB,Dick Donovan: The Glasgow Detective,Dick Donovan: The Glasgow Detective,unknown,15,8.35,167.0,18,3,False,20,1.0
A3GSRO8H4WMICB,Tactical Display (Mekton RPG),Tactical Display (Mekton RPG),unknown,16,8.3,166.0,8,-8,False,20,1.0
A3GSRO8H4WMICB,The Three Snow Bears,The Three Snow Bears,unknown,17,7.45,149.0,16,-1,False,20,1.0
A3GSRO8H4WMICB,Supervillainous!: Confessions of a Costumed Evil-doer,Supervillainous!: Confessions of a Costumed Evil-d...,unknown,18,7.4,148.0,6,-12,False,20,1.0
A3GSRO8H4WMICB,In Blood and Worth Loving,In Blood and Worth Loving,unknown,19,7.05,141.0,2,-17,False,20,1.0
A3GSRO8H4WMICB,Italian Medieval Armies 1300–1500 (Men-at-Arms),Italian Medieval Armies 1300–1500 (Men-at-Arms),unknown,20,6.55,131.0,15,-5,False,20,1.0
AQYM7Q42F4C87,Of Beetles and Angels: A Boy's Remarkable Journey from a Refugee Camp to Harvard,Of Beetles and Angels: A Boy's Remarkable Journey ...,unknown,1,17.6,352.0,2,1,False,20,0.6309297535714575
